Año;Mes;Período;Operador;Línea;Servicio;Tipo de Tracción;TK Remolcados (1);TK Coche Motor (2);TK Eléctricos (3);Trenes Kilómetro (TK) (1+2+3);Variación % TK;CK Locomotoras (4);CK Remolcados (5);CK Coche Motor (6);CK Eléctricos (7);Coches Kilómetro (CK) (5+6+7);Varicaión % CK;Velocidad Comercial Trenes Diésel;Variación % Velocidad Comercial TD;Velocidad Comercial Trenes Eléctricos;Variación % Velocidad Comercial TE;Form. Media Trenes Remolcados;Form. Media Trenes Coche Motor;Form. Media Trenes Eléctricos;Asientos Ofrecidos Coches Remolcados;Asientos Ofrecidos Coches Motor;Asientos Ofrecidos Coches Eléctrico;Asientos Prom. x C. Remolcados;Asientos Prom. x C. Motor;Asientos Prom. x C. Eléctricos;Trenes Programados;Trenes Cancelados;Trenes Corridos (TC);Variación % TC;Trenes Puntuales;Trenes Atrasados;Regularidad Absoluta;RA 95%;RA 95%+;Regularidad Relativa;Cumplimiento del Programa;Columna1;Pasajeros Pagos (PAX);Variación % PAX;PAX Día Habil (promedio estimado);Variación % Día Hábil;PAX x Tren;PAX x Coche;Variación % Pax x Coche;Capacidad x Coche (4xm2);AJUSTE;Ocupación Media (PaxKm/CocheKm);Variación % Ocupacion Media;% de Ocupación Media PAX;Variación % Ocupación PAX;PAX Kilómetro;PAX Recorrido Medio;Vaciación % PAX Recorrido Medio;PAX Desestacionalizados;Columna2;Columna3;Variación % Indicadores de Confort;Recaudación Vta. Boletos $;Tarifa Media $;TARIFA como % del Salario medio (44 bol x mes);Tarifa Media US Dólar;Indice Dia Habil;Km. Línea (entre cabeceras) en Servicio;Km. De Vía (entre cabeceras);Cantidad de Estaciones en Servicio;Personal;Recaudación/Km. Línea (PESOS);Recaudación/Km. Línea (DÓLAR US);Recaudación/Trenes Corridos (PESOS);Recaudación/Trenes Corridos (DÓLAR US);Recaudación/Coche Kilómetro (PESOS);Recaudación/Coche Kilómetro (DÓLAR US);Recaudación/Pasajeros Kilómetro (PESOS);Recaudación/Pasajeros Kilómetro (DÓLAR US);Recaudación/Personal (PESOS);Recaudación/Personal (DÓLAR US);Pasajeros Pagos/Personal;Trenes corridos/Personal;Pasajeros Pagos/Km. Línea;Pasajeros Pagos/Estaciones;UTILIZACIÓN DE INFRAESTRUCTURA: Densidad vinculada a la demanda (Pax Km/Km Línea);UTILIZACIÓN DE INFRAESTRUCTURA: Densidad vinculada a la oferta (Coches Km/Km Línea);Coches en Servicio;Pax/Coches en Servicio;OBSERVACIONES;Cotización Dólar US;TC Remolcados;;Periodo;DÓLAR - Tipo de cambio nominal promedio mensual (BCRA);Ingreso Medio Centros Urbanos (promedios mensuales en base a trimestralers);5/26/2026;PAX;TC;Ocupación Media (PaxKm/CocheKm);% Ocupación Media (PaxKm/CocheKm/Capacidad x Coche);Regularidad Absoluta;;Tarifa Media;Tarifa Media Dolares;Pasajeros Totales (estimados);Evasión Estimada;Observaciones;Captación Media (Pax x Coche);Trenes Kilómetro;Coches Kilómetro;;Estaciones en servicio;;;PAX Dìa Habil
2010;Diciembre;December-2010;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;282,799;;;282,799;-3.8%;282,799;1,696,797;;;1,696,797;-3.8%;37.4;0.0%;;;6.0;;;2,938,176;;;96;;;5,575;474;5,101;-3.8%;4,444;657;79.71%;95.00%;;87.12%;91.50%;;4,131,505;-1.6%;156,319;-2.6%;810;135;2.3%;188;1;56.0;2.3%;29.79%;2.3%;95,024,615;23.0;0.0%;4,040,807;;;-1.87%;$4,339,654.00;$1.05;1.79%;USD 0.26;26.43;55.44;110.88;20;1,478;$ 78,276.59;USD 19,521.08;$ 850.75;USD 212.16;$ 2.56;USD 0.64;$0.046;USD 0.011;$ 2,936.17;USD 732.24;2,795;3.45;74,522;206,575;1,714,008;30,606;146;28,298;;4.01;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Enero;January-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;284,075;;;284,075;-3.3%;284,075;1,704,447;;;1,704,447;-3.3%;37.4;0.0%;;;6.0;;;2,951,424;;;96;;;5,616;492;5,124;-3.3%;4,196;928;74.72%;95.00%;;81.89%;91.24%;;3,633,964;-0.4%;136,002;-1.5%;709;118;3.0%;188;1;49.0;3.0%;26.08%;3.0%;83,581,172;23.0;0.0%;3,992,946;;;-2.75%;$4,011,174.00;$1.10;1.85%;USD 0.27;26.72;55.44;110.88;20;1,614;$ 72,351.62;USD 18,021.18;$ 782.82;USD 194.98;$ 2.35;USD 0.59;$0.048;USD 0.012;$ 2,485.24;USD 619.02;2,252;3.17;65,548;181,698;1,507,597;30,744;146;24,890;;4.01;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Febrero;February-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;252,751;;;252,751;-6.7%;252,751;1,516,506;;;1,516,506;-6.7%;37.4;0.0%;;;6.0;;;2,625,984;;;96;;;5,156;597;4,559;-6.7%;4,109;450;79.69%;95.00%;;90.13%;88.42%;;3,481,423;-3.9%;136,687;-6.6%;764;127;3.0%;188;1;52.8;3.0%;28.09%;3.0%;80,072,729;23.0;0.0%;3,883,925;;;-1.76%;$3,736,247.00;$1.07;1.76%;USD 0.26;25.47;55.44;110.88;20;1,614;$ 67,392.62;USD 16,626.20;$ 819.53;USD 202.18;$ 2.46;USD 0.61;$0.047;USD 0.012;$ 2,314.90;USD 571.10;2,157;2.82;62,796;174,071;1,444,313;27,354;146;23,845;;4.05;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Marzo;March-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;283,964;;;283,964;-6.5%;283,964;1,703,782;;;1,703,782;-6.5%;37.4;0.0%;;;6.0;;;2,950,272;;;96;;;5,476;354;5,122;-6.5%;4,579;543;83.62%;95.00%;;89.40%;93.54%;;3,960,046;-9.9%;154,207;-4.5%;773;129;-3.7%;188;1;53.5;-3.7%;28.44%;-3.7%;91,081,058;23.0;0.0%;3,889,460;;;1.07%;$4,378,820.00;$1.11;1.77%;USD 0.27;25.68;55.44;110.88;20;1,614;$ 78,983.04;USD 19,414.19;$ 854.90;USD 210.14;$ 2.57;USD 0.63;$0.048;USD 0.012;$ 2,713.02;USD 666.87;2,454;3.17;71,429;198,002;1,642,876;30,732;146;27,124;;4.07;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Abril;April-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;279,030;;;279,030;-5.4%;279,030;1,674,177;;;1,674,177;-5.4%;37.4;0.0%;;;6.0;;;2,899,008;;;96;;;5,375;342;5,033;-5.4%;4,215;818;78.42%;95.00%;;83.75%;93.64%;;4,127,417;-3.2%;163,786;0.8%;820;137;2.3%;188;1;56.7;2.3%;30.16%;2.3%;94,930,591;23.0;0.0%;4,101,670;;;-2.90%;$4,347,621.00;$1.05;1.65%;USD 0.26;25.20;55.44;110.88;20;1,614;$ 78,420.29;USD 19,144.10;$ 863.82;USD 210.88;$ 2.60;USD 0.63;$0.046;USD 0.011;$ 2,693.69;USD 657.59;2,557;3.12;74,448;206,371;1,712,312;30,198;146;28,270;;4.10;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Mayo;May-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;281,580;;;281,580;-3.6%;281,580;1,689,479;;;1,689,479;-3.6%;37.4;0.0%;;;6.0;;;2,925,504;;;96;;;5,616;537;5,079;-3.6%;4,062;1,017;72.33%;95.00%;;79.98%;90.44%;;4,335,061;3.8%;162,240;1.8%;854;142;7.7%;188;1;59.0;7.7%;31.39%;7.7%;99,706,403;23.0;0.0%;4,234,162;;;-4.91%;$4,760,001.00;$1.10;1.67%;USD 0.27;26.72;55.44;110.88;20;1,614;$ 85,858.60;USD 20,838.74;$ 937.19;USD 227.47;$ 2.82;USD 0.68;$0.048;USD 0.012;$ 2,949.20;USD 715.80;2,686;3.15;78,194;216,753;1,798,456;30,474;146;29,692;;4.12;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Junio;June-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;277,533;;;277,533;-5.6%;277,533;1,665,196;;;1,665,196;-5.6%;37.4;0.0%;;;6.0;;;2,883,456;;;96;;;5,486;480;5,006;-5.6%;3,727;1,279;67.94%;95.00%;;74.45%;91.25%;;4,108,244;-1.6%;156,564;0.3%;821;137;4.2%;188;1;56.7;4.2%;30.18%;4.2%;94,489,612;23.0;0.0%;4,185,127;;;-4.49%;$4,422,290.00;$1.08;1.60%;USD 0.26;26.24;55.44;110.88;20;1,614;$ 79,767.14;USD 19,289.83;$ 883.40;USD 213.63;$ 2.66;USD 0.64;$0.047;USD 0.011;$ 2,739.96;USD 662.60;2,545;3.10;74,103;205,412;1,704,358;30,036;146;28,139;;4.14;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Julio;July-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;279,307;;;279,307;-5.7%;279,307;1,675,840;;;1,675,840;-5.7%;37.4;0.0%;;;6.0;;;2,901,888;;;96;;;5,616;578;5,038;-5.7%;3,754;1,284;66.84%;95.00%;;74.51%;89.71%;;4,087,857;-2.4%;152,989;-1.6%;811;135;3.5%;188;1;56.1;3.5%;29.84%;3.5%;94,020,711;23.0;0.0%;3,982,997;;;-4.40%;$4,230,749.00;$1.03;1.50%;USD 0.25;26.72;55.44;110.88;20;1,614;$ 76,312.21;USD 18,326.24;$ 839.77;USD 201.67;$ 2.52;USD 0.61;$0.045;USD 0.011;$ 2,621.28;USD 629.50;2,533;3.12;73,735;204,393;1,695,900;30,228;146;27,999;;4.16;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Agosto;August-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;281,025;;;281,025;-5.5%;281,025;1,686,152;;;1,686,152;-5.5%;37.4;0.0%;;;6.0;;;2,919,744;;;96;;;5,686;617;5,069;-5.5%;3,919;1,150;68.92%;95.00%;;77.31%;89.15%;;4,129,852;-4.7%;151,610;-6.5%;815;136;0.8%;188;1;56.3;0.8%;29.96%;0.8%;94,986,596;23.0;0.0%;3,996,198;;;-2.38%;$4,619,322.00;$1.12;1.58%;USD 0.27;27.24;55.44;110.88;20;1,614;$ 83,321.10;USD 19,814.99;$ 911.29;USD 216.72;$ 2.74;USD 0.65;$0.049;USD 0.012;$ 2,862.03;USD 680.63;2,559;3.14;74,492;206,493;1,713,322;30,414;146;28,287;;4.20;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Septiembre;September-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;287,789;;;287,789;-0.4%;287,789;1,726,734;;;1,726,734;-0.4%;37.4;0.0%;;;6.0;;;2,990,016;;;96;;;5,556;365;5,191;-0.4%;4,560;631;82.07%;95.00%;;87.84%;93.43%;;4,251,777;-1.8%;158,886;-1.8%;819;137;-1.3%;188;1;56.6;-1.3%;30.12%;-1.3%;97,790,871;23.0;0.0%;4,113,891;;;0.85%;$4,532,878.00;$1.07;1.47%;USD 0.25;26.76;55.44;110.88;20;1,614;$ 81,761.87;USD 19,233.15;$ 873.22;USD 205.41;$ 2.63;USD 0.62;$0.046;USD 0.011;$ 2,808.47;USD 660.65;2,634;3.22;76,692;212,589;1,763,905;31,146;146;29,122;;4.25;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Octubre;October-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;283,188;;;283,188;-4.1%;283,188;1,699,125;;;1,699,125;-4.1%;37.4;0.0%;;;6.0;;;2,942,208;;;96;;;5,575;467;5,108;-4.1%;4,457;651;79.95%;95.00%;;87.26%;91.62%;;4,165,960;-1.3%;157,622;-3.2%;816;136;2.9%;188;1;56.4;2.9%;30.00%;2.9%;95,817,080;23.0;0.0%;3,897,874;;;-2.78%;$4,420,956.00;$1.06;1.44%;USD 0.25;26.43;55.44;110.88;20;1,614;$ 79,743.07;USD 18,705.64;$ 865.50;USD 203.02;$ 2.60;USD 0.61;$0.046;USD 0.011;$ 2,739.13;USD 642.53;2,581;3.16;75,144;208,298;1,728,302;30,648;146;28,534;;4.26;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Noviembre;November-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;283,132;;;283,132;-2.2%;283,132;1,698,792;;;1,698,792;-2.2%;37.4;0.0%;;;6.0;;;2,941,632;;;96;;;5,486;379;5,107;-2.2%;4,502;605;82.06%;95.00%;;88.15%;93.09%;;4,211,372;-3.3%;157,376;-5.1%;825;137;-1.1%;188;1;57.0;-1.1%;30.33%;-1.1%;96,861,556;23.0;0.0%;4,028,205;;;0.07%;$4,589,245.00;$1.09;1.44%;USD 0.25;26.76;55.44;110.88;20;1,614;$ 82,778.59;USD 19,249.13;$ 898.62;USD 208.96;$ 2.70;USD 0.63;$0.047;USD 0.011;$ 2,843.40;USD 661.20;2,609;3.16;75,963;210,569;1,747,142;30,642;146;28,845;;4.30;;;;;;;;;;;;;;;;;;;;;;;;;
2011;Diciembre;December-2011;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;271,933;;;271,933;-3.8%;271,933;1,631,599;;;1,631,599;-3.8%;37.4;0.0%;;;6.0;;;2,825,280;;;96;;;5,575;670;4,905;-3.8%;4,165;740;74.71%;95.00%;;84.91%;87.98%;;4,025,762;-2.6%;155,016;-0.8%;821;137;1.3%;188;1;56.7;1.3%;30.19%;1.3%;92,592,526;23.0;0.0%;3,937,386;;;-1.69%;$4,269,888.00;$1.06;1.38%;USD 0.25;25.97;55.44;110.88;20;1,614;$ 77,018.18;USD 17,812.22;$ 870.52;USD 201.33;$ 2.62;USD 0.61;$0.046;USD 0.011;$ 2,645.53;USD 611.84;2,494;3.04;72,615;201,288;1,670,139;29,430;146;27,574;;4.32;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Enero;January-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;269,494;;;269,494;-5.1%;269,494;1,616,963;;;1,616,963;-5.1%;36.0;-3.6%;;;6.0;;;2,799,936;;;96;;;5,686;825;4,861;-5.1%;3,957;904;69.59%;95.00%;;81.40%;85.49%;;3,577,381;-1.6%;131,328;-3.4%;736;123;3.8%;188;1;50.9;3.7%;27.05%;3.7%;82,243,989;23.0;0.0%;3,930,773;;;-2.94%;$3,945,629.00;$1.10;1.42%;USD 0.25;27.24;55.44;110.88;20;2,339;$ 71,169.35;USD 16,340.02;$ 811.69;USD 186.36;$ 2.44;USD 0.56;$0.048;USD 0.011;$ 1,686.89;USD 387.30;1,529;2.08;64,527;178,869;1,483,477;29,166;146;24,503;;4.36;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Febrero;February-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;262,009;;;262,009;3.7%;262,009;1,572,057;;;1,572,057;3.7%;36.0;-3.6%;;;6.0;;;2,722,176;;;96;;;5,146;420;4,726;3.7%;3,778;948;73.42%;95.00%;;79.94%;91.84%;;3,483,694;0.1%;143,954;5.3%;737;123;-3.5%;188;1;51.3;-2.8%;27.29%;-2.8%;80,647,516;23.2;0.7%;3,886,459;;;0.96%;$3,672,016.00;$1.05;1.33%;USD 0.24;24.20;55.44;110.88;20;2,339;$ 66,234.05;USD 15,111.20;$ 776.98;USD 177.27;$ 2.34;USD 0.53;$0.046;USD 0.010;$ 1,569.91;USD 358.17;1,489;2.02;62,837;174,185;1,454,681;28,356;146;23,861;;4.38;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Marzo;March-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;291,781;;;291,781;2.8%;291,781;1,750,684;;;1,750,684;2.8%;36.0;-3.6%;;;6.0;;;3,031,488;;;96;;;5,686;423;5,263;2.8%;4,371;892;76.87%;95.00%;;83.05%;92.56%;;4,366,108;10.3%;160,283;3.9%;830;138;7.3%;188;1;56.2;5.2%;29.90%;5.2%;98,412,074;22.5;-2.0%;4,288,284;;;-2.54%;$4,658,404.00;$1.07;1.33%;USD 0.24;27.24;55.44;110.88;20;2,339;$ 84,026.05;USD 19,104.53;$ 885.12;USD 201.25;$ 2.66;USD 0.60;$0.047;USD 0.011;$ 1,991.62;USD 452.82;1,867;2.25;78,754;218,305;1,775,110;31,578;146;29,905;;4.40;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Abril;April-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;261,843;;;261,843;-6.2%;261,843;1,571,059;;;1,571,059;-6.2%;36.0;-3.6%;;;6.0;;;2,720,448;;;96;;;5,235;512;4,723;-6.2%;3,818;905;72.93%;95.00%;;80.84%;90.22%;;3,940,522;-4.5%;163,101;-0.4%;834;139;1.7%;188;1;56.8;0.2%;30.23%;0.2%;89,292,229;22.7;-1.5%;3,915,941;;;-1.55%;$4,102,390.00;$1.04;1.28%;USD 0.23;24.16;55.44;110.88;20;2,339;$ 73,996.93;USD 16,671.94;$ 868.60;USD 195.70;$ 2.61;USD 0.59;$0.046;USD 0.010;$ 1,753.91;USD 395.17;1,685;2.02;71,077;197,026;1,610,610;28,338;146;26,990;;4.44;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Mayo;May-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;282,966;;;282,966;0.5%;282,966;1,697,795;;;1,697,795;0.5%;36.0;-3.6%;;;6.0;;;2,939,904;;;96;;;5,616;512;5,104;0.5%;3,612;1,492;64.32%;95.00%;;70.77%;90.88%;;4,237,715;-2.2%;158,597;-2.2%;830;138;-2.7%;188;1;56.3;-4.6%;29.95%;-4.6%;95,602,850;22.6;-1.9%;4,139,081;;;1.43%;$4,877,108.00;$1.15;1.40%;USD 0.26;26.72;55.44;110.88;20;2,339;$ 87,970.92;USD 19,577.89;$ 955.55;USD 212.66;$ 2.87;USD 0.64;$0.051;USD 0.011;$ 2,085.13;USD 464.04;1,812;2.18;76,438;211,886;1,724,438;30,624;146;29,025;;4.49;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Junio;June-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;283,576;;;283,576;2.2%;283,576;1,701,454;;;1,701,454;2.2%;36.0;-3.6%;;;6.0;;;2,946,240;;;96;;;5,445;330;5,115;2.2%;4,200;915;77.13%;95.00%;;82.11%;93.94%;;4,121,563;0.3%;158,827;1.4%;806;134;-1.8%;188;1;54.5;-4.0%;28.97%;-4.0%;92,652,736;22.5;-2.3%;4,198,696;;;3.71%;$4,157,818.00;$1.01;1.21%;USD 0.22;25.95;55.44;110.88;20;2,339;$ 74,996.72;USD 16,518.74;$ 812.87;USD 179.04;$ 2.44;USD 0.54;$0.045;USD 0.010;$ 1,777.60;USD 391.53;1,762;2.19;74,343;206,078;1,671,225;30,690;146;28,230;;4.54;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Julio;July-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;290,395;;;290,395;4.0%;290,395;1,742,368;;;1,742,368;4.0%;36.0;-3.6%;;;6.0;;;3,017,088;;;96;;;5,616;378;5,238;4.0%;4,252;986;75.71%;95.00%;;81.18%;93.27%;;4,227,701;3.4%;158,222;3.4%;807;135;-0.5%;188;1;55.1;-1.8%;29.31%;-1.8%;96,011,090;22.7;-1.3%;4,119,254;;;2.71%;$4,905,711.00;$1.16;1.36%;USD 0.25;26.72;55.44;110.88;20;2,339;$ 88,486.85;USD 19,261.00;$ 936.56;USD 203.86;$ 2.82;USD 0.61;$0.051;USD 0.011;$ 2,097.35;USD 456.53;1,807;2.24;76,257;211,385;1,731,802;31,428;146;28,957;;4.59;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Agosto;August-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;297,325;;;297,325;5.8%;297,325;1,783,948;;;1,783,948;5.8%;36.0;-3.6%;;;6.0;;;3,089,088;;;96;;;5,686;323;5,363;5.8%;4,524;839;79.56%;95.00%;;84.36%;94.32%;;4,185,740;1.4%;153,662;1.4%;780;130;-4.2%;188;1;53.3;-5.4%;28.36%;-5.4%;95,100,013;22.7;-1.2%;4,050,277;;;4.88%;$4,950,547.00;$1.18;1.36%;USD 0.25;27.24;55.44;110.88;20;2,339;$ 89,295.58;USD 19,193.59;$ 923.09;USD 198.41;$ 2.78;USD 0.60;$0.052;USD 0.011;$ 2,116.52;USD 454.93;1,790;2.29;75,500;209,287;1,715,368;32,178;146;28,669;Aumento de Tarifas 06/08/2012 (Res. 66/2012);4.65;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Septiembre;September-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;284,851;;;284,851;-1.0%;284,851;1,709,104;;;1,709,104;-1.0%;36.0;-3.6%;;;6.0;;;2,959,488;;;96;;;5,375;237;5,138;-1.0%;4,535;603;84.37%;95.00%;;88.26%;95.59%;;4,115,430;-3.2%;158,591;-0.2%;801;133;-2.2%;188;1;54.9;-3.1%;29.18%;-3.1%;93,749,495;22.8;-1.0%;3,981,966;;;1.51%;$4,543,699.00;$1.10;1.25%;USD 0.23;25.95;55.44;110.88;20;2,339;$ 81,957.05;USD 17,399.87;$ 884.33;USD 187.75;$ 2.66;USD 0.56;$0.048;USD 0.010;$ 1,942.58;USD 412.42;1,759;2.20;74,232;205,772;1,691,008;30,828;146;28,188;;4.71;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Octubre;October-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;300,374;;;300,374;6.1%;300,374;1,802,244;;;1,802,244;6.1%;36.0;-3.6%;;;6.0;;;3,120,768;;;96;;;5,686;268;5,418;6.1%;4,799;619;84.40%;95.00%;;88.58%;95.29%;;4,342,720;4.2%;159,424;1.1%;802;134;-1.7%;188;1;54.8;-2.8%;29.16%;-2.8%;98,796,880;22.8;-1.1%;4,063,259;;;2.87%;$5,353,495.00;$1.23;1.38%;USD 0.26;27.24;55.44;110.88;20;2,339;$ 96,563.76;USD 20,246.10;$ 988.09;USD 207.17;$ 2.97;USD 0.62;$0.054;USD 0.011;$ 2,288.80;USD 479.88;1,857;2.32;78,332;217,136;1,782,051;32,508;146;29,745;;4.77;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Noviembre;November-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;278,586;;;278,586;-1.6%;278,586;1,671,516;;;1,671,516;-1.6%;36.0;-3.6%;;;6.0;;;2,894,400;;;96;;;5,486;461;5,025;-1.6%;4,381;644;79.86%;95.00%;;87.18%;91.60%;;4,229,808;0.4%;161,197;2.4%;842;140;2.1%;188;1;57.8;1.4%;30.76%;1.4%;96,651,113;22.9;-0.7%;4,045,839;;;-1.07%;$4,739,808.00;$1.12;1.24%;USD 0.23;26.24;55.44;110.88;20;2,339;$ 85,494.37;USD 17,686.78;$ 943.25;USD 195.14;$ 2.84;USD 0.59;$0.049;USD 0.010;$ 2,026.42;USD 419.22;1,808;2.15;76,295;211,490;1,743,346;30,150;146;28,971;;4.83;;;;;;;;;;;;;;;;;;;;;;;;;
2012;Diciembre;December-2012;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;280,582;;;280,582;3.2%;280,582;1,683,491;;;1,683,491;3.2%;36.0;-3.6%;;;6.0;;;2,915,136;;;96;;;5,435;374;5,061;3.2%;4,296;765;79.04%;95.00%;;84.88%;93.12%;;4,094,847;1.7%;162,752;5.0%;809;135;-1.4%;188;1;55.5;-2.3%;29.50%;-2.3%;93,362,512;22.8;-0.9%;4,004,954;;;1.86%;$6,631,803.00;$1.62;1.73%;USD 0.33;25.16;55.44;110.88;20;2,339;$ 119,621.27;USD 24,336.18;$ 1,310.37;USD 266.59;$ 3.94;USD 0.80;$0.071;USD 0.014;$ 2,835.32;USD 576.83;1,751;2.16;73,861;204,742;1,684,028;30,366;146;28,047;Aumento de Tarifas 21/12/2012 (Res. 975/2012);4.92;;;;;;;;;;;;;;;;;;;;;;;;;
2013;Enero;January-2013;UGOFE S.A. - Unidad de Gestión Operativa de Emergencia Ferroviaria;San Martín;SM - Retiro-Pilar-Dr. Cabred (d);Diésel;288,898;;;288,898;7.2%;288,898;1,733,387;;;1,733,387;7.2%;37.4;3.9%;;;6.0;;;3,001,536;;;96;;;5,616;405;5,211;7.2%;4,648;563;82.76%;95.00%;;89.20%;92.79%;;3,795,257;6.1%;139,327;6.1%;728;121;-1.0%;188;1;50.2;-1.3%;26.70%;-1.3%;87,025,243;22.9;-0.3%;4,170,172;;;3.07%;$4,159,565.00;$1.10;1.13%;USD 0.22;27.24;55.44;110.88;20;2,400;$ 75,028.23;USD 15,048.50;$ 798.23;USD 160.10;$ 2.40;USD 0.48;$0.048;USD 0.010;$ 1,733.15;USD 347.62;1,581;2.17;68,457;189,763;1,569,719;31,266;146;25,995;;4.99;;;;;;;;;;;;;;;;;;;;;;;;;
